#,Card Number,Title,Sold Price,Sold Date,URL
79,#CPA-MG,2025 Bowman Draft Chrome 1st Auto Murph Gray #CPA-MG Pirates,$12.50,"Feb 28, 2026",https://www.ebay.com/itm/117038955510?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48VSBBCNSKYHSZEN968&hash=item1b4010bbf6:g:PqEAAeSwHthpke8J&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xCF88Y01%2Br6qoExvqEtM2rY73rC5Pnrj57I5WUplNptwsF6G1jqHhaJwQYm5itw2nzcmUJI0fyH5FkPFD%2B6MLBTDvUZ59CFcbICqsHPG%2BLb7sylzK3H6KcJjeSZFugdaCNE%2BiEDNV3Am%2BcsKD9Aw7%2BSrrCfhGztCdEJKe5%2BV2Wlm6FHVLS9PDaNfA5by%2Bw9Qwm3j9uJsSaCY9--YrpxdShqSIP%2BSL%2BBGTK0POrO3W012nQWuZ%2FHQ4tt98G9tjTBE0Y%3D%7Ctkp%3ABk9SR4zF1P6UZw
80,#CPA-JP,2025 Bowman Draft JoJo Parker Chrome Auto 1st Prospect #CPA-JP Blue Jays,$108.50,"Feb 28, 2026",https://www.ebay.com/itm/127701157554?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48VAJD9FWSFS9PPSVKR&hash=item1dbb9506b2:g:BIEAAeSwH8ppnLnT&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xBdj4Pl9PaJ7s7FEV3rTL8NpNqH%2BFFsNiDuKSfb2tIwD8z6Qh8giI%2FUYfUFojq63E%2BYP68mhcpPiker0F%2F9q%2FxmHVZvsOqhIuyEjClq%2BgpLczTLRDCpH0hLZIi7LOq7ToMQ0FQ3jcEJ5n7j3YFVNLWlW92ypCUvkY487xgMIwO8k1iX0Wq%2BOJglx0huM6OG06efKx83OD3Jse8NwYDmEzvmi0ZeQ5KxrWbJzlrJd%2BAdeFup1ir%2FkZe8sxVceahPlV0%3D%7Ctkp%3ABk9SR47F1P6UZw
81,#CPA-NSA,2025 Bowman Draft Nolan Sailors Chrome Auto 1st Prospect #CPA-NSA Royals,$7.50,"Feb 28, 2026",https://www.ebay.com/itm/157687135621?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48V2WT4KVHZP24K0FXA&hash=item24b6e2bd85:g:8qQAAeSwG7ppk51v&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBUhYFWnd2pd6ZXR%2Fpxf%2BGrhlww780MeWo3acRPdpf7MjCev7xgpaFamUg8D0N0msyivoMX7n9v4mhVAthglcUtTXhul81js3tA2gWM55aI5wduXGtZPruIFD%2FhyfFir%2BPCNrd30xOukNbXqPyn81sqf3OVMQquaNBYnXcL8xJJaBZ26tDKzQZ1OtnKzD9YPjivFDGgrOtJRqwSrIhhQ3fB6DzNvziEBZVYQUFdq0nfE7ZIQxfuYDuJ7VPzyIGHcfaj12RXb%2BEM5uQBFywvtOl68cUXb4OpvP%2BT%2FJEs%2Be6FmQ%3D%3D%7Ctkp%3ABk9SR47F1P6UZw
82,#CPA-KK,2025 Bowman Draft Kane Kepley Chrome Auto 1st Prospect #CPA-KK Cubs,$13.00,"Feb 28, 2026",https://www.ebay.com/itm/127701156564?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48WY2GM3G6C4KHZ6MJP&hash=item1dbb9502d4:g:KW4AAeSwv7VpnLmw&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xCxLWe3Up4bBsVF44UrQYefjzI4QBO%2F7UGf05wo8I8hBDykkPCAeOetAOw5tDJMYdPk0m0FY4E%2B3z0vxBA5qK58A9iY8X1JM24IB3E6F7X38PmlDzxJZEfS0JoZTM8pPDpmGUYmFEyFpx4svg3%2FuOxkCksGrKrzYS64zvSZXRkVJIGlnisGYzxbhwvb4dc9Fv7p6vl77C7Gc1mKvjM6g6FBeFQTEIc%2BZDS15N2qNXnH1mtlsTFFXf7hZozKuzP9W1L3U991kpifi7o5xHtrlZVeZIFZ7CerM0b1WJ3Xfaw2%2FA%3D%3D%7Ctkp%3ABk9SR47F1P6UZw
83,#CPA-KK,2025 Bowman Draft Kane Kepley Chrome Auto 1st Prospect #CPA-KK Cubs,$13.20,"Feb 28, 2026",https://www.ebay.com/itm/127701156568?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48WJ81GXHN3PATXVV4E&hash=item1dbb9502d8:g:JlkAAeSwNwtpnLj-&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xDf4wpBI0TJWDyHNJHqOh3BNjpGyy%2FWSiPMf4gHiC18eTZL%2FZyJ%2BWPF9oIKUTWpoIVbyjOjoEbh5BsJ5aSH4l2RLgIbpFjFzrjCUo2R%2BCc1m%2BGEg5XsxubXOHwD%2Bdq9Djo1wg1zWsXvZqY8ESL%2FE1ny5oDcQCCPaEwFXMPgUl5bVTozXSbJeRNwYPnIqaGYr8CFrbTy00YAmS0s3Lo8RtRIb2vhlb%2BXBsrNioOq7dCaHY%2F4pjTTN%2FeqFmADU%2B5FI%2BzS3gvi0aB2eIHrjAo%2B8MBOsuLw5fbYxxE2yyJy48P18A%3D%3D%7Ctkp%3ABk9SR47F1P6UZw
84,#CPA-ECA,2025 Bowman Draft Easton Carmichael Chrome Auto 1st Prospect #CPA-ECA Pirates,$7.50,"Feb 28, 2026",https://www.ebay.com/itm/127701156553?_skw=2025+bowman+%23CPA-&epid=27090866616&itmmeta=01KJKYN48WBDY9JNPSTMQBVYHN&hash=item1dbb9502c9:g:DoUAAeSwzchpnLmu&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xCpQo9iHkBvXJ%2FCgl%2B3TjDccsEfAlrxnQWcukV12p6bR8PO1hqUeHQNq%2Fjz%2FoBPKwpXxUzKp4GTDjvzu5V3CS7nvy64%2Fiu0%2BFbyFrM%2F5z%2BeFgnsMkvOq3kov4iN1dFygL7auCCWwrrpF%2FcgGfgQy8IzWfOql1aJFjZjkr40mW02oA1WZxi9iIJQHorsTSI3XDRBfdeZ7jul99HS1U5H8KAI4IsUQnDvQqWjRXmkaDc5A0VXOhNd7x9OC3jJTSNdsjs%3D%7Ctkp%3ABk9SR47F1P6UZw
85,#CPA-RK,2025 Bowman Draft Riley Kelly Chrome Auto 1st Prospect #CPA-RK Rockies,$2.01,"Feb 28, 2026",https://www.ebay.com/itm/127701156531?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48WPNGDGD3W0WW5HAM9&hash=item1dbb9502b3:g:kYwAAeSwy6hpnLj7&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xBRhwM2hAnHThHPLwmMNcWbeb5x2m4z6SMnKbRWACopoQDYaObB1CgGFHhYZghvQ3hP1pJ6eUJcXc3QolWqKJqJZSK6GE0ghio7VPkXwBnMl--ZmaYgEH6r%2BxOOePemABhcSnQ22%2FINsRo4cDaAxPSnTBlrREzA1HJzxmoSEWvtjzUBew%2Fz9knlIHTu6vHwUhz7wy%2FoTaXBd8u%2F%2Bbble5XGFoRvCzsPTA6gcodqGTWsWDHKBnwt%2FnLvEDyUhv0%2FMPA%3D%7Ctkp%3ABk9SR47F1P6UZw
86,#CPA-JT,2025 Bowman Draft J.D. Thompson Chrome Auto 1st Prospect #CPA-JT Brewers,$4.80,"Feb 28, 2026",https://www.ebay.com/itm/127701156481?_skw=2025+bowman+%23CPA-&epid=26090183397&itmmeta=01KJKYN48WBYDKVD3FYREB6J2X&hash=item1dbb950281:g:hgMAAeSwgs9pnLlz&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xA7LEbaHqs%2FEVx%2FpcyP%2FyXjYOVhtX--hZOEmZCZVyXQJxF4wKFIDzBUkyqNYDr%2Be6lOUUDbS7kTefgEq0AmfkjLNpdJllh46Lb7YhT0nNS%2FqspLkfvOQpQkfuDVtQ%2BYAXSQPEDYH%2BRIwOlspPkpMtL043ZxjkSs5Ptcyy0%2BoPagRY72WXp3P7efqJlYcxQJoyJ0o9m6pALUQ5JvBuWouGIXBvp9%2BP7f49NTQIZxy8ejdb%2BGR81CBTsqjagijtzWKwCCG23C41m2CF%2B4HlBJK%2B0%2FMPmCy4AEISxQSxMGUW8c4g%3D%3D%7Ctkp%3ABk9SR47F1P6UZw
87,#CPA-CY,2025 Bowman Draft Colin Yeaman Chrome Auto 1st Prospect #CPA-CY Orioles,$5.50,"Feb 28, 2026",https://www.ebay.com/itm/127701156445?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48WTJCPX01CCBWY7TX0&hash=item1dbb95025d:g:CacAAeSwC4xpnLnk&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xAHwqS9r5Es8JWnN1JWHySVtFygiij8EGAaDNbVfqOZqhfjj6kxuGKr93JFKp--ad1dH5Sn%2Fr0jLHGJnySKGkP9q3GK19ArCR00fUlqEQn%2FtOkWPE%2FqXTZRodDuCROJxq7GzWjHWuhpUYBL%2BaR4wUV3y7ba6WLDNocChh2Jj4VnfWsJAE7NRlqooAXC8C2f%2F0FRrLHMDC2%2BzhfPpABnLODwIX0WTrGjxEEfOUA7crK5gjBUUAHPGHKyTeoZKf3ujKA%3D%7Ctkp%3ABk9SR5DF1P6UZw
88,#CPA-JQ,2025 Bowman Draft JT Quinn Chrome Auto 1st Prospect #CPA-JQ Orioles,$4.30,"Feb 28, 2026",https://www.ebay.com/itm/127701156365?_skw=2025+bowman+%23CPA-&epid=16090537170&itmmeta=01KJKYN48WN5HM7SVR160G5FX4&hash=item1dbb95020d:g:GkIAAeSwsDBpnLnk&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xAtpTdqXJgoDuJMR5lHvWPvYixX%2BL75%2BSnKsSocopHe4xzg4rcocX9CTfeyIZ4Uzn584N%2BxAB6rfLNX5U65SVc7nmBYrFDD%2F0TiuDG7uSlOfOfzYqgwED7fIn%2FhvFwwp1HsWW5kPXGLHgwKJtTH2jKVbLj0eMxw1zEdC7uhs4VIaYfH%2FmT86lcsDJK%2BXCkt4KnxEEQW4lKHyYWXztq9b%2FBecmkv1Zv%2BPwoT4bnSWBREN0xYCgT7rHvr577v12Vwt2w%3D%7Ctkp%3ABk9SR5DF1P6UZw
89,#CPA-KL,2025 Bowman Draft Kyle Lodise Chrome Auto 1st Prospect #CPA-KL White Sox,$5.53,"Feb 28, 2026",https://www.ebay.com/itm/127701156339?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48WGYS5GRT369RSTHMD&hash=item1dbb9501f3:g:Z90AAeSw-vxpnLk0&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xB4VEV3s6%2B2EgLzM7L3RK%2BS%2FYtrggnRh8yAHilqOBMDube81Lq%2Bv0j3%2BQZibpdZ5kvoICzUjdH0xOl%2B%2FR2d5iGA49rb57dQbFyFbzvjV6lUrDF43l%2BLpwjwCPmhfAtsvBGWVqEiEhWUxJA5ofF34L3ix19x5XRPZCQQGToQIm6BEx7LNOUla621drBmlOURQ4koalZGI99Su7x%2FgRsHNNHhZRr2VqsweOTzt32utbA0SEHA6gNPBztp2xrDt6uqcAZo3YKMAOnUTdXGHnY3jtYJjtIvEpAlV4%2BWKcl43c76oQ%3D%3D%7Ctkp%3ABk9SR5DF1P6UZw
90,#CPA-CMA,2025 Bowman Draft Cameron Maldonado Chrome Auto 1st Prospect #CPA-CMA Giants,$3.25,"Feb 28, 2026",https://www.ebay.com/itm/376986851004?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48WENE2SECB0JVSCPZD&hash=item57c62ad6bc:g:HrgAAeSwOAhpnLnq&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xDhXqC%2BrpataFlCJNLOC6LpChdaLYTaPoztkbJLpD4gl592PgP2Ruc6XUx1mqG0ww0eh7e0MAQ8x%2FMXZ1OMVJfbjsOE%2FqUQfzPH8mqtJ7Sly7qElIZvfGF7AUdOqX%2F6HblhiNRRou5pkG95BMlzk1cFXp0AVGCC7VX3U%2FoB1k5NZYhE4UMWWP7k347ILxJSHxIkakRY0gGGw%2B2jsnpocM9msWiXbjrO%2Btp%2BNZeaA8jipfNJNid7Hg7QF%2Ft9o0AcOezPk4dgqXJZdttACKC2rRwGyttE1RPnRvt817tYcU8RDQ%3D%3D%7Ctkp%3ABk9SR5DF1P6UZw
91,#CPA-CMA,2025 Bowman Draft Cameron Maldonado Chrome Auto 1st Prospect #CPA-CMA Giants,$4.82,"Feb 28, 2026",https://www.ebay.com/itm/157687132560?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48XVJE6Y7F67WSXSEA9&hash=item24b6e2b190:g:bmcAAeSw53Zpk5yg&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xC5kWSUk6Ff1tOeoIYY5YZbk0n4iGX8H3Cf6aF1vyhhGa6tdYOgK60AJmCYOqvzRqRl6qeCCO%2FP%2BQjCwxCg4eIWiE1DOXPAcD1689DjVHqhIyR%2F00rww0TNyon5NuTRbL4EnFRUqqJeedA38vUWddMFx6mmZd3xwzAOwkW%2BhX50SNg5AHjtivbdkw%2BN1RURyjh5b252wljpnkuNjR%2FJvkiR8N6qGeFp%2BDOMWtxoOe4kgC2gkfdpV59BUyqlnIggqKk3G8z4XTbLK6m4NzxoprswOlLqF1xpAO%2BotZWIebBbnw%3D%3D%7Ctkp%3ABk9SR5DF1P6UZw
92,#CPA-JC,2025 Bowman Chrome: #CPA-JC Juan Cabada 1st Auto RC NM-MT OR BETTER,$3.50,"Feb 28, 2026",https://www.ebay.com/itm/366211510726?_skw=2025+bowman+%23CPA-&epid=23086318887&itmmeta=01KJKYN48XASAW2KYN0ZQF9JKK&hash=item5543e831c6:g:e5IAAeSw5qJpliUE&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xCaTUDCKETUtVc9hlSRJS2x%2BV1Q87anHWB8sSeAsS0mvCy3qk7GNNecNRw4Ur9dT9QeIgY4QDMNuZOBtIQ0ec852lQ0ChVPQTaQVEoW%2BhaP805GENrXnCwn7rJuKAViV0YGG8OGOGnEV0cnRWVVxyLvDcqCs3lWZa%2BvIxa3xRz%2BAgr%2BIy7eZ6R%2FAQcoqP9UjPie%2F5VV9LFjotPpcNrII5gBi1CwmFIXd%2Bwqp6HmmwFwpc9jQNM%2FizVTKG4Th7wV5vg4DC9XJN5zwKLCwBxcb1cebPz285QP6%2Fs4gt2veMFM1Q%3D%3D%7Ctkp%3ABk9SR5DF1P6UZw
93,#CPA-NS,2025 Bowman Draft Nolan Schubart Chrome Auto 1st Prospect #CPA-NS Guardians,$19.03,"Feb 28, 2026",https://www.ebay.com/itm/127701155463?_skw=2025+bowman+%23CPA-&epid=19090172809&itmmeta=01KJKYN48XKJ6KYV0TGDBVVS1W&hash=item1dbb94fe87:g:CVgAAeSwjFppnLjk&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xApa9SKOI3bRl6lR2rkubUpDbEotLluqqMWs%2FvStPYjXlzmUcXHSvCXT0MRj9DSgISUJZru6I6uvaZE%2BTKVWvk0PcAfxxNJhtq1kElqwdhaSmLAsrMHi3SvYv%2BiSOKmBDu0%2FCIM3GOxEgIe57tzXV1zAOr3S7dReQfK8DrGxIVo%2BBof2Fnn3gorj6%2B52IsVyWOCv2uOAemF%2FNMsELfKypotZrQAjEzXu9Hy%2BCr5dcFkmy78pyuso0HswC0gTk2CqpM%3D%7Ctkp%3ABk9SR5DF1P6UZw
94,#CPA-JS,2025 Bowman Draft Johnny Slawinski Chrome Auto 1st Prospect #CPA-JS Angels,$15.50,"Feb 28, 2026",https://www.ebay.com/itm/127701155414?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48XSM3YK38K9TSM7GGQ&hash=item1dbb94fe56:g:~BcAAeSwm2ZpnLlb&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xCK9HykLMDQ5R3nzH7ZTw8tcelnmu%2Fw%2Bs8rODyxbMmixvvE7bQKqSD2BIcNJBaN8HnJ8wEEEJ4tlfu8nftjToApEctCfdWlYIYcJ9qFz6k7vsyyY%2BVwvzFUjKOsQPHKzuCW8C7yqegHcNC8WHhCfmB1lUJlskYIc8ZEOnY8SNfDMwViOFaYQGYkTSqNrrSWtoQZ8yV8cH38O9XGFYd7rQzuFm9cLeCOo9NbsHavbOMNDTT46M1VWSI2yhEyn2QtfU0%3D%7Ctkp%3ABk9SR5LF1P6UZw
95,#CPA-AW,2025 Bowman Draft Aaron Watson Chrome Auto 1st Prospect #CPA-AW Reds,$8.50,"Feb 28, 2026",https://www.ebay.com/itm/127701155452?_skw=2025+bowman+%23CPA-&epid=9090179846&itmmeta=01KJKYN48XMD0KNFP9ZX9V96Z4&hash=item1dbb94fe7c:g:d70AAeSwERtpnLkf&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xDS1vdP%2BN8uOfASPF2QhUjumGR0Hb8NN2saAzD8LqIBnoD9VAmhBymVidEUz%2BGEACH2JtgCC1goP4gOALqS4Y8qoEWP9HyJEuTs5UJVfxCUt23u2DyFTTs1GPC6aTaYMzIhSerNarmLd8f7yndUYU2U7OSWpvUuxkLOIUxr0NgrMeBgY2xMTGkIhjhCGdj49Uyw4DHceuFfZu296Q%2FCLrzmRsGhHGUuaiLV09YFiGCGapL%2BIV4nkcXn9iLvH5xLNa0%3D%7Ctkp%3ABk9SR5LF1P6UZw
96,#CPA-AWA,2025 Bowman Draft Aaron Walton Chrome Auto 1st Prospect #CPA-AWA Guardians,$5.50,"Feb 28, 2026",https://www.ebay.com/itm/127701155394?_skw=2025+bowman+%23CPA-&epid=11090144062&itmmeta=01KJKYN48X1FEHKWZBJ24X01ZR&hash=item1dbb94fe42:g:G8YAAeSw3olpnLlb&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xDt7JIKHkg9HTw%2BmPm0sGRaurZ8Lzk8r3GtEVh7h5D1d1ee2KVk4hmnMYfHiG8j1gKkmFKpO4ufa3vTJ3bThP9VTVJXjP6oiyiLWwPEk271RkmK8wop7Jd6U23F5hTrE8WbFYI6RIcE74q8eADqRKbRtCt1nEYx7qGLhafhcHyofMEZBkNgV92OkgH8CYQoFQ%2Be2mVF5xMzXGvCTL6M8r%2FKx5gBlchdHFOoa3o87vuo8yN3aCGdVdGc%2FlKPAEdLO%2B73oOXBucnlEu8UpIsTNbwXP6OGB%2FZnF%2BFwoI2YYlrCjA%3D%3D%7Ctkp%3ABk9SR5LF1P6UZw
97,#CPA-TP,2025 Bowman Draft Tim Piasentin Chrome Auto 1st Prospect #CPA-TP Blue Jays,$11.50,"Feb 28, 2026",https://www.ebay.com/itm/127701155375?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48XJMC563DRWRCJW5BH&hash=item1dbb94fe2f:g:FH4AAeSwdzRpnLnP&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xCf2CeknKWDFhCKpcataRXCczYADTvD3Cjqf2nv98naQK%2Bu%2FG3gcf%2Ffj7uAjnfd70%2Fkgej5VkayiAmJ1l0LNymzREqMB276UxuLvZ6%2BUCP74DwouBUH8I6Z26flaL3Qoi9scbJ72k%2FD0Hhjv%2B8B%2FHgp9RObSbMYgMdWHqGmVRZnKL%2B8usx32xDn%2F1wnSV0PMRWxnZS58nBwJ2ChCTJ7g5SFqdfHUI39B9s%2F0vRwmTGNFAOgFAjv6PsWPhYQXd8kpMQ%3D%7Ctkp%3ABk9SR5LF1P6UZw
98,#CPA-KW,2025 Bowman Draft Kyson Witherspoon Chrome Auto 1st Prospect #CPA-KW Red Sox,$40.00,"Feb 28, 2026",https://www.ebay.com/itm/127701155261?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48X6QXEN4A7R55KRCCR&hash=item1dbb94fdbd:g:~o4AAeSwwsBpnLkb&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBuCwiGhblM%2Blv%2FHIDa4JhN3QyStF%2BSHA%2Ftwfh9Owts0ktNfv9i61dGKhfQZZnmbW%2BsIbyxgNJEs%2B2gIFtbl0gpN3pxcHeAYa4bszABiMEy26LqRTw5FOehTZYZDPZTRdnFHctTRBKA2dWEFwg5t0LKSRKcRJZJJ24YLjg1lUivQVtIx4Q6WxF0ql2vusLuP1ld%2FaBvymR4z8ZF9HnB8CXc3jR9mB7QmvwjTB%2FraQAhaz9IT0BrzUf1D2lH4JI3gLycljKJoSfkBIsyzh39vIChSVMDbGqoz62sBeke%2F2NfGQ%3D%3D%7Ctkp%3ABk9SR5LF1P6UZw
99,#CPA-DT,2025 Bowman Draft Devin Taylor 1st Chrome Auto #CPA-DT Athletics D614,$19.99,"Feb 28, 2026",https://www.ebay.com/itm/127701483531?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48X35G6JKX5P75W8WAZ&hash=item1dbb9a000b:g:MLAAAeSw~cFpid9r&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xAIyCvUHFfHQ1AW7grzNKiTUhT99UYeld7h7ii0WLj57qCoNzYWB%2FyWeifMtdErsA2xvPkNLz00wsvMaOW26I4dbZz%2Fs2vcsNiESkhVxWdILWubJb3WBE%2FiknHxpO47nzLb3bF5UoobJsV2Q1wmKs4Argu9i84K2j%2FpsNEG2%2F3wBErsma%2FCUY4VzzPJScnb%2BLFq1ScqhrtLw5BiEv7lKb56fnTTs1VdUy9W5egEQ4amayPb9ga3iFyNBja9OWO6cV5wKO7UY80aKCth--TZBRNMh9%2FccG87c9cTTh%2BspqvLYw%3D%3D%7Ctkp%3ABk9SR5LF1P6UZw
100,#CPA-GW,2025 Bowman Draft Gage Wood Chrome Auto 1st Prospect #CPA-GW Phillies,$37.00,"Feb 28, 2026",https://www.ebay.com/itm/127701155207?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48XE1GD2GCPPH1WNTG0&hash=item1dbb94fd87:g:7OAAAeSwxGNpnLnJ&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xAK6k%2FZgMyIIW1UxOiBmPBqozJMG2Sxk4VtwEm6YfbJ1yCGt2p%2B6zZrnZxTSe%2BB4psW80ltysP78RNQEssmdk5ndzqk2np%2Bf%2BXLpYJ%2FJluSxcH1Q6Gtq97Zlng3fUe1YvfJwZafHPy0lU5nvwP%2B9WcdbYxIJKX5M4rOMdONhdGc5FxVTUvc9%2B5aRAAY9Ba0Nb1GBAfcDdoqMJM8ZMAaRpfVvUjuVC40v3M9uQlMztyRx44Azktg7L1XhvGvx7pq%2F1uxGs%2Fyo1rO5pQHC0K5O64FNy4BLcpyiL%2Bv1%2BMECRJ78A%3D%3D%7Ctkp%3ABk9SR5LF1P6UZw
101,#CPA-NB,2025 Bowman Draft Nick Becker Chrome Auto 1st Prospect #CPA-NB Mariners,$26.52,"Feb 28, 2026",https://www.ebay.com/itm/127701155222?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48X9TDDW2XJC9NAMAXF&hash=item1dbb94fd96:g:Lk8AAeSwdW5pnLoD&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xAUCl7ePEfrCpRpzvVslDJ1ZsavxrVPFoCaSq%2BdWE5phdVluGZ39QLAvFrp5H3MOuOskTIvQfJVFweImE6XrQHErywcprFs4%2BKMsfigyiSLAqasdp%2FTuqciW9FCqnt%2BAQ7cE7RVEHRB1ickTCTdsquDHd5cwSQSYTvc1YQiclee5TeyaFU5sCFRuOI4cssf7MUYT7UiN7Rc57RLO2YMgdULkS4u2q6V3%2BW4fHaZTcBoCz28c3qD5t3O%2FWC0pnqmOfFdJgMFMJ9RshdBVZ3ADfplExsNoH5WWHk1QqNSZX%2FCIA%3D%3D%7Ctkp%3ABk9SR5LF1P6UZw
102,#CPA-JP,2025 Bowman Draft #CPA-JP JoJo Parker 1st Prospect Chrome Auto BJLB,$89.00,"Feb 28, 2026",https://www.ebay.com/itm/397637695868?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48YWD56RR0YMG4TNSWX&hash=item5c950db97c:g:8FIAAeSwm4BpmwU3&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xA%2BmLDV1jeq4EJ8bFUGW4NZ13T9t2%2BL3DTnepvHxDX1iKjI1TEpSfXoneZ%2BB7dzO0UONUvc%2FvVKGRrfAcZ31SSuFMLKhtCoESNPwZgZmxAwDzT620da406SE6lZny8h4%2FbgRmVH1IFn09W1fdlQzAZYmitAxkb47J1krboCXfcFHDmbj4WElMG2nsHdoCHSqpPls1P7fgAbGJHzC%2FfYCGxFB7JF9fPqzB%2F5LtPd0S1%2F9a7eEBNa7lmD8fL1I7asFJg%3D%7Ctkp%3ABk9SR5TF1P6UZw
103,#CPA-BE,2025 Bowman Draft #CPA-BE Brady Ebel 1st Prospect Chrome Auto BJLB,$11.51,"Feb 28, 2026",https://www.ebay.com/itm/397637693153?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48YYYWWC3RQED6FZC6F&hash=item5c950daee1:g:jrwAAeSwgiJpmwT~&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xCuGXfUCuoeSFO6RJ54nE2eJNzyT%2BV%2BYLDpE4TNUulhGTsvusmk2S%2FNNPaMvAVaDK5gKPvvlYPfBtLBS%2B2ZIPkWGcpc%2FoDhxtStVVQpjMzjWPKIhtfdHqeE1KJQjQNMo3WZ1sGfWHZr%2FopQnN6eBrS%2BHK7Vs8s8R5RuksBks3HWR%2FEu%2FlRusCpArfDreDf4C3VjPyzd2Wy4EIUmMDCBKs9eyb%2FWrMHN3IX%2FncTGg9NCoSBr458A88NYQN0cj%2Bv2%2FjVlhmeeIoJ65DrsKdy92HtN%2BeVW6wHoQEYkH5HH7bTXLA%3D%3D%7Ctkp%3ABk9SR5TF1P6UZw
104,#CPA-TG,2025 Bowman Draft Taitn Gray Chrome Auto 1st Prospect #CPA-TG Rays,$14.50,"Feb 28, 2026",https://www.ebay.com/itm/376986847808?_skw=2025+bowman+%23CPA-&epid=20090809732&itmmeta=01KJKYN48Y0D5C11V3DZS0ZAVZ&hash=item57c62aca40:g:DA8AAeSwEEtpnLi0&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xB%2Fy%2FBkqPi76ppSXe5FpqGr4hhssLbKSjBRowOIReA%2F2NuWrEVHl4366geRIa1%2BWLsNHkJ1cqEMugo6cdt3K2ughDeU%2B%2F4VGjLqyh2upmALMYrysVQ5rnFIAe7vvRCwZtnpNroC6cXR%2FsLPkbm3y9l13WB%2B%2FwpXDhTAbnj0aWIhDXwTEXEI9k4Fv5u17BBuvBXqbC674O%2BR1CTzLC68OJUCe8CYzPxZXa4a2rrOanCRJ9%2Fw5BpX5gB8%2Bg8mgV4MMyc%3D%7Ctkp%3ABk9SR5TF1P6UZw
